views,likes,comments,watch_time_minutes,video_length_minutes,subscribers,category_Entertainment,category_Gaming,category_Lifestyle,category_Music,category_Tech,country_CA,country_DE,country_IN,country_UK,country_US,ad_revenue_usd
10087,1879,311,29158.0,9.8966162859237,691141,False,False,False,False,True,True,False,False,False,False,227.6665810145309
10132,1491,100,34475.0,21.96140785350879,337624,True,False,False,False,False,False,False,False,False,False,242.6720317290041
10053,1094,128,47318.0,4.3709979127113385,410893,False,True,False,False,False,True,False,False,False,False,296.4690034022393
10092,1597,228,20262.0,26.7281365653979,59116,False,False,False,True,False,False,True,False,False,False,179.47764945066797
10003,1556,149,60016.0,7.336614290212472,828162,True,False,False,False,False,False,False,False,True,False,364.37449832925273
9839,1198,201,58632.0,13.955418308254249,929341,False,True,False,False,False,False,False,False,False,True,351.73568194535943
9831,1099,108,29629.0,12.907528358241663,570455,False,False,False,False,True,False,False,True,False,False,219.9082557150085
9939,640,96,50675.0,27.27868840929817,13390,False,False,False,False,False,True,False,False,False,False,303.3495333695996
9977,321,482,53714.0,16.591509087102054,587883,False,False,False,False,True,False,False,False,False,True,319.0228382213351
9874,1099,224,29643.0,10.474025083437796,386379,False,False,False,False,False,True,False,False,False,False,211.9115454254286
10019,1585,466,47760.0,20.41447444948136,90843,True,False,False,False,False,True,False,False,False,False,312.62420902343297
10126,793,127,47998.0,9.058822386643392,272262,False,False,False,True,False,False,False,False,False,True,294.86301502723467
9843,385,275,50291.0,20.235644462448533,557293,False,True,False,False,False,True,False,False,False,False,299.7318660046
9967,416,179,49264.0,11.951882179889676,82296,False,False,False,True,False,False,False,False,False,True,294.4190153317835
10098,899,326,23977.0,17.03212657477261,805742,False,False,True,False,False,False,False,False,False,True,186.71247356187047
9950,1712,363,26319.0,9.00894933847458,123511,False,True,False,False,False,False,False,False,True,False,211.5934254425877
10097,609,276,43360.0,27.01519076796809,599367,False,False,False,True,False,False,True,False,False,False,272.24496348752524
10019,1099,130,41291.0,22.04225313581116,574694,False,False,True,False,False,False,False,False,False,True,282.07292819975845
10048,1027,109,56308.0,12.562555935973007,793613,True,False,False,False,False,False,False,True,False,False,337.34703801447336
9940,948,323,16999.0,19.04611555277189,22769,True,False,False,False,False,False,False,False,False,False,153.78079230367717
10065,1535,274,36381.0,16.00872685322933,85390,False,False,False,True,False,False,False,False,False,True,254.84960339941125
9958,314,346,48802.0,12.737402810901532,118790,False,False,False,True,False,False,True,False,False,False,293.31028759958065
10115,339,333,42715.0,8.675337042591917,236941,False,False,False,True,False,False,False,True,False,False,265.6385148010175
10046,377,160,29296.0,4.999921341304713,753939,False,False,False,False,False,True,False,False,False,False,199.6946376358035
10133,431,424,17558.0,19.64979344131412,972890,False,False,False,True,False,False,True,False,False,False,150.27123438317014
9962,640,55,50777.0,26.822939210242943,289426,False,False,True,False,False,True,False,False,False,False,303.24327346843967
9896,1239,264,29546.0,6.726784232744619,801578,False,False,False,True,False,False,False,False,False,False,216.69318228102097
9809,1523,224,47872.0,8.509366150382851,338486,True,False,False,False,False,False,True,False,False,False,306.8303496739271
9946,1725,199,32021.0,13.271809835587844,448577,True,False,False,False,False,False,True,False,False,False,235.8573173989589
9976,621,229,52657.0,5.9231828202576935,657074,True,False,False,False,False,False,True,False,False,False,314.8445639644221
10055,1372,97,37622.0,28.87850374931076,173469,False,False,False,False,False,False,True,False,False,False,255.0132395717432
10065,443,249,22346.0,2.90928697119109,582577,False,False,True,False,False,True,False,False,False,False,169.68960475044767
10053,1490,482,52115.0,25.40189083832249,477174,False,True,False,False,False,True,False,False,False,False,331.97233419854825
10029,1347,84,44660.0,13.86484094923569,251630,False,False,False,False,True,False,False,True,False,False,287.4018877155123
10009,206,167,25936.0,18.397995547956512,835532,False,False,False,False,False,True,False,False,False,False,180.83813603983305
10180,1445,412,59275.0,25.099896289811927,72995,False,False,False,False,True,False,False,False,True,False,364.4158187980735
9855,1467,274,29159.0,13.271774488044436,159330,False,False,True,False,False,True,False,False,False,False,220.961307660968
10048,1829,196,37543.0,21.11573770061145,229302,False,False,False,False,False,False,False,False,False,False,303.9594654591818
9913,747,274,19002.0,6.488040986010242,380674,False,False,False,False,True,False,False,False,True,False,159.35617289449337
9925,454,279,44163.0,7.328526406520218,769192,False,False,False,True,False,False,False,False,False,False,272.52263360511085
9977,1328,91,57240.0,22.088679332735666,758383,False,False,False,True,False,False,True,False,False,False,346.23386928497604
10001,745,109,39897.0,22.931086010793624,311432,False,False,False,True,False,False,False,True,False,False,254.88723995171085
9889,476,274,53992.0,7.642728196245109,845935,True,False,False,False,False,True,False,False,False,False,322.5913232519394
9849,400,438,25667.0,23.240648356948984,24662,False,False,False,False,True,False,False,False,False,False,186.73007782110287
10098,707,248,57574.0,19.117618911162506,708951,True,False,False,False,False,False,True,False,False,False,340.46347751935497
9867,1890,182,30168.0,26.24391410297369,318749,False,False,True,False,False,False,True,False,False,False,229.255774943952
10000,1726,282,38438.0,8.715221195227258,612685,False,False,True,False,False,False,False,False,False,False,267.83436925706224
9989,1566,498,37543.0,8.314391762924568,176753,False,False,False,True,False,False,True,False,False,False,234.43227122670885
9940,1527,341,56934.0,3.852108559907101,745378,False,False,False,False,True,False,False,False,True,False,352.31740508359644
9838,741,175,45710.0,9.522600142626192,446527,True,False,False,False,False,False,False,True,False,False,282.50753958696674
9805,390,97,24293.0,28.00547185402912,605978,False,False,False,False,False,False,False,False,False,False,173.99033248105724
10012,683,407,42848.0,15.379671208666768,531141,False,False,True,False,False,False,False,True,False,False,272.9113090787829
10062,204,71,28195.0,29.44508742847597,696764,False,False,False,False,True,False,False,False,False,True,190.0825208968638
9995,1917,161,45799.0,27.190555395028497,800020,True,False,False,False,False,False,False,False,False,False,303.71866661146026
9965,1926,473,50863.0,15.196771784027892,506792,False,False,False,False,True,True,False,False,False,False,332.9506087153237
10024,1809,197,30734.0,10.06886116767179,315314,False,False,True,False,False,False,False,False,True,False,231.6065989647268
10025,1976,465,24421.0,15.417731096811403,602956,False,False,False,False,True,True,False,False,False,False,209.3236991143976
10116,537,101,59473.0,28.81130415519892,272485,False,False,False,False,True,True,False,False,False,False,344.06205025279
10065,604,207,20638.0,29.06191734485677,158792,False,False,False,False,True,False,False,True,False,False,163.68446745063034
9992,1672,274,42047.0,25.15439145871009,766548,False,False,True,False,False,False,False,False,False,False,286.6809626443897
9947,960,274,15688.0,14.263518407536251,387945,False,False,False,False,True,False,False,False,True,False,146.40001683073177
9973,1318,232,37543.0,27.501686874627467,79019,False,False,False,False,False,False,False,False,False,True,311.5824530948032
9879,1606,398,56211.0,3.260374196115685,995922,False,False,True,False,False,False,False,True,False,False,350.9262761071134
10031,1279,247,57187.0,20.39531735575871,796226,False,False,False,True,False,False,True,False,False,False,348.1056600266397
9953,678,98,21705.0,23.965796702860192,899208,False,True,False,False,False,False,True,False,False,False,167.52885055882555
10139,640,265,20505.0,6.068429662682549,852121,False,False,False,False,False,False,False,False,False,False,165.05859147571005
9853,1099,371,14879.0,5.8638751202425015,675290,False,False,False,False,True,False,False,True,False,False,131.40294239273155
10052,1903,185,15392.0,19.18544841872752,948173,False,False,False,True,False,False,False,False,False,False,160.82926194472122
10081,630,359,56038.0,10.961630335235013,259601,False,False,False,True,False,False,False,False,False,False,333.7197944133709
10056,1483,253,26763.0,13.499473328028763,360599,False,False,False,True,False,False,False,False,False,True,208.4090972683781
9902,869,98,16305.0,16.84558354065622,286474,False,True,False,False,False,False,False,False,True,False,145.08430074595674
10047,569,191,38056.0,2.1535457011385764,305823,False,False,False,False,True,True,False,False,False,False,244.8322459269776
9934,1189,352,47836.0,15.89072230182652,833253,True,False,False,False,False,False,False,False,False,False,303.7719435301097
10010,1099,193,22966.0,15.153834795677133,956570,False,False,False,False,True,False,False,False,False,True,192.88357803803885
9822,601,459,52096.0,25.056954254633148,325590,False,False,True,False,False,False,False,False,False,False,315.0071359347829
9888,1874,318,18275.0,6.942952219305578,424340,False,False,False,True,False,False,True,False,False,False,175.35604185093473
9898,1913,139,44438.0,17.452268568146163,418362,False,False,True,False,False,False,False,False,False,False,296.34997114381605
9977,1591,291,41949.0,13.51993372748126,297740,True,False,False,False,False,False,False,False,False,True,282.10304965267693
10089,1745,160,32453.0,20.43523185105914,280414,True,False,False,False,False,False,False,False,False,True,238.31102453146568
9853,1889,407,53064.0,27.52243377588244,770698,False,False,True,False,False,False,False,True,False,False,340.9743839165264
9984,1912,144,28731.0,3.9819491300156153,45322,False,False,True,False,False,False,False,False,False,False,222.8133424616876
9968,654,357,37543.0,28.156967274665664,856431,True,False,False,False,False,False,False,False,False,True,176.0422393159149
9936,1011,187,52402.0,4.350369866842704,174323,False,False,False,False,False,False,False,False,False,False,319.41277136841995
9902,371,420,35881.0,27.99741544253315,447025,True,False,False,False,False,False,False,True,False,False,234.35129785209827
10134,1780,277,34849.0,29.68772595148668,258458,False,True,False,False,False,True,False,False,False,False,252.45401008835395
10033,1996,299,27732.0,6.067706332903375,452843,False,True,False,False,False,False,False,False,False,True,222.4648033671024
10085,2004,495,36615.0,5.787863104058712,292588,False,False,False,False,True,False,False,True,False,False,268.1209296767538
9972,932,270,37543.0,21.365113130941804,367014,False,False,False,False,True,True,False,False,False,False,302.3308797361179
9936,254,407,19002.0,10.98735977906525,770405,False,False,False,True,False,False,False,True,False,False,152.71795087946367
10131,1505,274,54302.0,8.168880657129174,970221,False,False,False,False,True,False,False,False,False,False,339.3721594141886
10016,1115,143,39547.0,19.74187032914829,673267,False,False,False,False,False,False,True,False,False,False,260.2578411336838
9915,653,407,35832.0,10.853212448124886,901585,False,False,True,False,False,False,False,False,False,False,238.81436226717028
9925,677,308,37543.0,16.021717352895557,847435,False,False,False,False,False,False,True,False,False,False,329.5934795951466
10031,449,486,39980.0,4.2261064565481705,501349,False,False,False,False,True,False,False,False,False,True,256.8258436465738
10101,1392,128,30892.0,3.139153946449804,65498,False,True,False,False,False,False,True,False,False,False,224.39848844039744
10108,1030,295,25278.0,21.8387140086946,244616,False,True,False,False,False,False,True,False,False,False,194.6155589238257
9803,1099,349,52381.0,27.20379218094596,215817,False,False,False,False,False,False,False,True,False,False,323.3677292556473
10036,1020,54,27188.0,7.3679329415572035,250901,False,False,False,False,True,False,False,False,True,False,198.9309145701466
9897,901,353,30005.0,28.690551129894565,904036,False,False,False,True,False,False,False,False,True,False,214.5809601539214
9949,384,213,56164.0,4.427631641532786,367204,False,False,False,True,False,False,False,False,False,True,326.8877243995228
10114,1698,73,27772.0,14.56541797255893,733519,False,False,True,False,False,True,False,False,False,False,214.0710767209676
9837,590,363,45875.0,28.950439339338324,420280,False,False,False,True,False,False,False,False,False,False,283.91518953061654
9931,990,219,29150.0,5.771085093592464,327688,False,False,False,True,False,False,False,False,True,False,209.95586773564685
9875,448,141,21421.0,26.979025426611525,641946,False,False,False,False,True,False,False,True,False,False,162.56917716811984
9903,1594,160,24408.0,17.86530099303698,743970,False,False,False,True,False,False,True,False,False,False,196.8179850004777
9957,1727,274,54871.0,2.6947456583411404,438715,False,False,False,False,False,False,False,False,False,True,346.8718468686821
9975,654,89,30322.0,8.10820365040638,645101,False,False,False,False,False,False,False,False,False,False,207.701042104444
10030,1352,280,40571.0,9.06978049318454,14665,False,False,False,False,True,False,False,True,False,False,271.5860248739429
10059,1619,280,43797.0,3.551632584124268,484381,False,False,True,False,False,False,False,True,False,False,291.5335009617021
9935,436,412,47769.0,3.187106367569287,855342,False,True,False,False,False,False,False,False,True,False,291.5522365096456
9871,640,85,53828.0,23.98910405057886,429152,True,False,False,False,False,False,True,False,False,False,317.6669266089618
10084,333,329,37502.0,25.83002494545244,427765,False,False,False,False,True,True,False,False,False,False,240.7261407380636
9878,1378,292,27828.0,28.710384744044777,847100,False,False,False,True,False,False,False,False,True,False,211.3701753367432
9812,1807,373,42836.0,14.444763148568956,630996,False,False,False,False,False,False,False,False,False,False,290.54625584192684
9962,409,346,47032.0,23.407053679064404,573073,False,False,True,False,False,False,False,False,False,False,286.6178265543038
9955,1719,221,26962.0,29.236303604475424,494669,False,False,False,True,False,False,False,False,True,False,212.3266103992268
10070,1117,274,59271.0,6.644598077650739,365275,True,False,False,False,False,True,False,False,False,False,357.0663649256992
9978,1953,246,24058.0,25.63442116635474,260168,False,False,False,False,True,False,False,False,True,False,203.2081358462177
10177,1419,359,15843.0,24.28915103733412,256500,False,True,False,False,False,False,False,False,False,False,158.28222100540933
10064,1220,100,15741.0,11.558012058736956,926227,False,False,False,False,True,False,False,False,True,False,149.33880106232647
10082,1818,82,56343.0,23.303047639116063,683290,False,False,False,False,False,False,False,False,False,True,350.81903655897025
10049,256,133,22818.0,24.442567941592166,64048,False,False,False,False,True,False,False,True,False,False,166.62446464946103
10096,1999,355,47918.0,8.176365643966973,689007,True,False,False,False,False,False,False,False,False,True,318.9784186517635
10142,1644,431,31003.0,24.782496553470526,631429,False,False,False,True,False,False,False,False,False,False,234.67233891948607
10083,784,81,19815.0,12.14089137951525,11743,False,False,False,False,False,False,True,False,False,False,160.82309997612052
10155,893,191,22552.0,16.98117715292938,593354,False,False,False,False,True,False,False,True,False,False,177.86860479071683
10022,1707,413,50666.0,20.55083281970577,89800,False,True,False,False,False,False,False,False,True,False,327.52700455090473
9970,1964,436,17937.0,19.08766701734158,570300,False,False,False,False,True,False,False,True,False,False,177.7634054302381
10038,1727,452,44483.0,23.351094155545592,318234,False,False,False,False,False,False,False,True,False,False,299.4738485819331
10004,568,111,46428.0,17.754180847365042,317539,False,False,False,False,True,True,False,False,False,False,282.68514202842147
9822,976,311,48062.0,18.83469556471216,773544,True,False,False,False,False,True,False,False,False,False,299.8888388642243
10039,1884,250,58299.0,11.072628618372343,956782,False,True,False,False,False,False,False,False,True,False,363.83829451097415
9881,547,152,21655.0,26.24987925120305,213674,False,False,False,False,False,False,False,False,True,False,165.59386299704462
10017,1177,199,39834.0,18.397373792036063,978214,False,False,False,False,True,False,False,False,True,False,263.64436300024715
10051,781,349,46733.0,9.411453716961542,308053,False,True,False,False,False,False,False,False,False,False,292.116611294105
9953,1796,293,49226.0,12.833263601404404,344028,False,False,False,False,True,False,False,True,False,False,319.8426748777279
9996,1388,301,53920.0,7.6084575101207745,756365,False,False,False,False,True,False,False,True,False,False,335.3228348080287
10051,862,83,37475.0,15.35447896638401,90258,False,False,False,True,False,False,False,False,True,False,245.2933611080842
9827,1697,164,48233.0,26.33460570294668,205263,False,False,True,False,False,False,True,False,False,False,310.5888607939718
9988,944,399,29822.0,18.873918103919973,435119,True,False,False,False,False,False,False,False,False,False,215.72129330970432
9824,514,329,49343.0,19.25788723999783,740759,True,False,False,False,False,False,False,True,False,False,298.3085354129196
9814,461,206,57107.0,3.962388493684144,298826,False,False,False,True,False,False,False,False,True,False,331.83210183590256
9928,583,108,36804.0,2.230234860880307,832809,False,True,False,False,False,False,False,False,False,False,237.12146246722529
9909,1099,286,46931.0,2.4139417710173285,203218,False,False,False,True,False,True,False,False,False,False,310.4608466792866
10080,719,383,45841.0,18.1532762278873,368636,False,False,True,False,False,True,False,False,False,False,287.5820105983633
9995,973,386,19220.0,20.35672147691797,698142,False,False,True,False,False,False,False,False,False,False,166.05283848648364
9970,542,388,54725.0,14.028552184293543,293541,False,True,False,False,False,False,False,False,False,False,325.936660351653
10082,1899,63,33374.0,21.60501352749972,457169,False,False,False,False,False,False,True,False,False,False,243.596849172154
10121,1133,209,44698.0,25.198977515396045,784699,False,False,False,False,False,False,False,True,False,False,286.53132296165404
9907,1085,408,35073.0,19.173578103180738,80274,False,False,False,False,False,False,False,True,False,False,242.63447855405752
9938,1099,187,37543.0,2.864033006831067,486473,True,False,False,False,False,False,False,True,False,False,240.05347707677208
9839,743,487,44466.0,17.52221266383315,346322,False,False,False,False,False,False,True,False,False,False,282.04490721429335
9964,494,144,30080.0,9.863614552171926,587912,True,False,False,False,False,False,False,False,False,True,204.698473805889
10014,1352,115,37543.0,17.488608552747877,346034,True,False,False,False,False,False,False,False,False,True,353.7865110765708
9882,1555,371,44062.0,25.092515287127185,566561,False,False,False,False,True,False,False,False,False,True,292.32413488543585
10200,1153,112,26275.0,26.14808917601572,548793,False,False,True,False,False,False,False,False,False,True,198.76622310020355
9975,1035,66,37543.0,21.860865365234467,948669,False,False,False,False,True,False,True,False,False,False,324.41353565180566
9993,209,426,44615.0,20.010883364389123,300310,False,False,False,False,False,False,True,False,False,False,273.32321322557084
10072,1918,487,25255.0,5.570071118587281,812351,True,False,False,False,False,False,False,True,False,False,212.880317583582
9938,1183,378,58412.0,23.123915008810062,389885,False,False,True,False,False,False,False,False,False,True,353.9959480336176
9852,810,274,27041.0,24.70506435593884,580878,False,False,False,False,True,False,False,False,False,True,199.4986486125244
10048,594,203,18900.0,7.26642370754929,624638,False,False,False,True,False,False,False,True,False,False,155.15794930248055
9963,761,129,49699.0,13.544999934160106,930616,False,False,True,False,False,False,False,True,False,False,301.5176312627617
10014,338,495,52173.0,27.702804465289915,510604,False,False,False,True,False,False,False,False,False,False,312.46680915080566
10047,1605,494,43643.0,24.47741115980459,205428,False,False,False,True,False,False,False,True,False,False,294.1837193730355
10139,1099,172,56792.0,15.114960339652454,317620,False,False,False,False,False,False,False,False,True,False,357.9974397006489
9888,538,234,18296.0,24.549528496920825,827271,True,False,False,False,False,False,False,False,False,False,151.04811865899336
10093,1072,193,37543.0,26.259329744202308,821411,False,False,False,True,False,False,False,False,False,False,332.0755033081536
10081,379,268,44251.0,9.207860664879508,342915,False,False,False,False,False,True,False,False,False,False,272.2718404882549
9777,1099,179,41010.0,20.00355856918034,544030,False,False,False,True,False,False,False,True,False,False,257.00640610839287
9792,1784,462,23400.0,8.942507785313094,429521,False,False,False,False,True,False,True,False,False,False,199.9474747971426
9850,668,305,41133.0,3.212662584463611,75120,False,False,False,True,False,False,False,False,False,True,261.96920860016803
9912,587,82,40886.0,14.02828693656334,433621,False,False,False,False,True,True,False,False,False,False,255.90474744656404
10130,616,401,37543.0,14.101827803494189,868730,False,False,True,False,False,False,False,True,False,False,242.46198850120203
9898,1071,194,18172.0,15.903882632058366,621445,True,False,False,False,False,False,False,True,False,False,158.98726611322172
9935,1099,225,34503.0,29.35781272983671,65985,False,False,False,False,True,False,False,False,True,False,224.6238076077028
9905,1532,56,46742.0,29.32804295708588,714989,False,False,True,False,False,False,False,True,False,False,299.2733933838932
10056,403,298,39372.0,22.553262068797704,908061,False,False,True,False,False,True,False,False,False,False,250.06648755084345
10074,628,298,35062.0,21.200345751439382,865908,False,True,False,False,False,False,False,False,False,False,233.7079586430539
10143,1828,112,40805.0,5.25579080840111,881316,True,False,False,False,False,True,False,False,False,False,278.5732717246532
10068,1375,394,46092.0,4.666987243161254,822109,False,False,False,True,False,True,False,False,False,False,300.1692770662996
10134,1158,495,58362.0,15.191527902428865,963359,False,False,False,False,False,False,False,False,False,True,356.36543979248296
9910,1799,454,38624.0,28.25912378784044,429751,False,True,False,False,False,True,False,False,False,False,272.4533897112416
9955,1099,341,15698.0,25.93972512063174,154322,False,False,False,False,True,False,False,False,False,False,159.3978590887043
10058,1586,159,37543.0,26.26677773783,883184,False,True,False,False,False,False,False,False,True,False,228.96532461391035
10073,659,274,37316.0,15.873770849927762,456418,False,False,False,False,False,False,True,False,False,False,244.381279722491
10058,1050,319,57842.0,24.93662355477896,415928,False,False,False,False,False,False,True,False,False,False,348.6363899000837
9912,518,78,54662.0,9.240655232765368,948402,False,False,False,True,False,False,False,False,False,True,319.5962496656856
9843,1021,166,53486.0,23.32409923690613,819103,False,False,False,True,False,False,True,False,False,False,323.84942230148283
10159,1010,453,19854.0,28.5497230934441,409050,True,False,False,False,False,False,False,False,False,True,171.68193237639568
9896,1882,98,50677.0,21.005918471171324,895887,True,False,False,False,False,False,True,False,False,False,324.514330063157
9955,1551,395,29117.0,23.329145019144505,278477,True,False,False,False,False,False,False,False,False,False,222.5913069357549
10054,960,138,35960.0,21.147467739909764,293464,False,False,True,False,False,False,False,True,False,False,240.7959289504838
9883,1915,181,39915.0,23.95235413408348,465757,False,False,True,False,False,False,False,False,True,False,275.7020611633714
9920,456,493,45537.0,13.507349042716315,904479,False,False,False,False,True,False,True,False,False,False,282.68535978907306
10123,870,289,25097.0,22.17370522727006,895680,False,False,False,True,False,False,False,True,False,False,190.98791568566253
10071,1289,407,53029.0,25.167859921954587,113036,False,True,False,False,False,False,True,False,False,False,331.63251228715
9845,1524,177,23497.0,9.666134163535055,338088,False,False,True,False,False,False,False,False,False,False,191.30963654098807
9943,730,462,21706.0,22.13020214365942,408856,False,False,False,False,False,False,False,True,False,False,174.63265565582125
10011,457,464,55790.0,15.503692120331747,877188,False,False,False,True,False,False,True,False,False,False,331.0194487554776
10183,212,63,40776.0,10.98589019999277,607081,False,False,False,False,True,False,False,True,False,False,250.02534528395088
10008,1563,220,54549.0,6.456792031589519,986080,False,False,False,False,False,False,False,False,False,False,339.9675782460069
9982,781,162,15840.0,28.94130345007768,818837,False,False,False,False,True,False,False,False,False,True,142.90036999532362
10147,239,492,33909.0,24.01141252164108,738373,False,False,True,False,False,False,True,False,False,False,225.30357875578773
9989,1306,479,46053.0,24.27238251829233,719252,False,False,False,False,True,True,False,False,False,False,299.8475349734029
10222,295,443,45814.0,9.523259118607331,777175,False,False,False,False,False,False,False,False,True,False,281.93886913054683
10022,950,350,40993.0,27.925208583897994,502942,False,False,False,False,True,False,False,False,False,False,267.8277094872699
9960,1575,284,36292.0,15.989362173896303,505213,False,False,False,False,True,False,False,True,False,False,254.9503573698652
10005,616,227,19877.0,16.721661199208334,725464,True,False,False,False,False,False,False,False,False,True,160.33228218524022
9982,1548,434,15748.0,24.19013632879299,918461,False,True,False,False,False,False,True,False,False,False,160.32163771414935
10055,1994,176,37543.0,14.09462195800596,707251,False,True,False,False,False,False,False,True,False,False,304.7350916366877
9994,747,147,55061.0,5.581866066143836,836434,False,False,True,False,False,False,False,False,True,False,327.02779331322034
9765,845,139,24713.0,22.27956691065948,725100,False,False,False,True,False,False,True,False,False,False,184.30251384760632
10008,666,283,39373.0,4.342833395861029,485650,True,False,False,False,False,False,True,False,False,False,254.082851593066
9885,435,329,49034.0,23.02222959205484,569514,False,False,False,True,False,False,False,False,False,False,295.8094732449562
9821,1317,400,54199.0,4.8622222015967385,205923,False,True,False,False,False,False,False,False,False,False,336.2062239036088
9970,847,162,36668.0,24.97642030258044,503032,False,True,False,False,False,False,False,False,False,False,242.16332972910627
9923,711,485,41165.0,11.279445041079384,90947,False,False,False,False,True,False,False,False,False,False,266.3364874612268
9893,345,266,44756.0,7.223649273803796,750148,False,True,False,False,False,False,True,False,False,False,273.05434464716086
9794,1647,259,17104.0,18.90478750260815,386359,True,False,False,False,False,False,False,True,False,False,164.430403636734
10033,458,162,45073.0,14.070058562271663,702105,False,False,True,False,False,False,False,True,False,False,275.4308871458754
10046,587,401,38191.0,27.89170825184209,216908,False,False,True,False,False,True,False,False,False,False,249.3810605240336
9906,905,247,34818.0,8.632100042271459,407835,False,False,False,False,True,True,False,False,False,False,235.5650521422189
10047,1099,149,26051.0,15.797766998909516,616915,False,False,True,False,False,False,False,False,False,False,199.78035811852064
10064,231,279,41377.0,11.78767594578948,141236,False,True,False,False,False,False,False,True,False,False,256.2775377594551
10110,518,458,26439.0,15.818220259907454,382759,False,False,False,False,False,False,False,True,False,False,194.10311144885745
9932,1489,240,31148.0,23.38452088297093,603656,False,False,True,False,False,False,False,False,False,True,228.318336827186
10089,564,125,47961.0,18.750744243133635,967294,False,True,False,False,False,False,True,False,False,False,290.52514175400154
10054,1423,64,24809.0,29.37740850541021,323009,False,True,False,False,False,True,False,False,False,False,194.90869133428112
10075,1294,90,16245.0,22.5168398095177,669918,False,False,False,False,False,False,False,False,False,False,152.87343375386703
10076,331,180,40505.0,13.4012696522344,724242,True,False,False,False,False,False,False,True,False,False,252.246872650838
10049,1162,381,40871.0,9.330016997613352,314480,False,False,False,True,False,True,False,False,False,False,271.56894988260603
9929,1719,273,16445.0,7.890341147660266,605639,False,False,False,True,False,False,False,False,True,False,163.50383042146348
10043,250,191,31746.0,22.817991340605207,503439,False,False,False,False,True,False,False,False,False,True,209.577004718294
10057,2003,435,41179.0,23.439944358659147,11027,False,False,False,False,True,False,False,False,False,True,288.4467727996709
10017,1363,262,58762.0,2.072131177751493,864944,False,False,False,False,True,False,False,False,False,False,357.1578821542462
9895,1486,222,50676.0,18.273921852514466,546018,False,False,False,False,False,False,False,False,False,True,319.8292383735085
9959,1437,219,22903.0,5.049366642004605,938510,False,False,False,False,False,False,False,True,False,False,188.3328181292558
10017,1194,166,37543.0,12.965073708164608,822120,False,False,False,True,False,False,False,False,False,True,357.60498875775374
9958,1099,62,17962.0,5.773298027496004,156829,True,False,False,False,False,False,False,False,True,False,164.25808843184882
10020,641,428,28742.0,26.24614257082397,424975,False,True,False,False,False,False,False,False,False,True,206.0887716701409
9956,299,423,20160.0,2.9614822836334387,573496,True,False,False,False,False,False,False,True,False,False,159.33024485924415
10070,581,331,39147.0,9.510435858941989,74163,False,False,False,True,False,False,False,False,False,False,252.7054371801049
10143,886,264,49174.0,18.11505952325369,631702,False,False,False,False,True,False,False,False,False,False,304.44792588182906
10136,296,409,37543.0,8.187438941383634,825059,False,False,False,False,False,False,False,False,False,False,216.5822937981098
10027,1384,104,41289.0,17.70448651660505,696712,True,False,False,False,False,False,False,False,True,False,272.4781182393281
9889,632,374,47095.0,26.427307220099927,625850,False,False,False,True,False,False,False,True,False,False,290.8498614826153
10139,2002,256,34909.0,11.838206595844786,606905,False,False,False,True,False,True,False,False,False,False,256.2202426111216
9754,369,361,33320.0,27.91547705934031,878618,False,False,False,True,False,False,False,False,True,False,220.46042437285325
10045,1437,274,17153.0,23.023851376441105,822884,False,False,False,False,True,False,False,False,True,False,161.41185360342314
10046,1434,125,44308.0,12.699325573843137,692683,False,False,False,True,False,True,False,False,False,False,288.0346478322903
9963,1705,212,51184.0,21.726210393549728,233648,False,False,False,True,False,False,False,False,False,False,326.1723763647273
9974,691,52,24296.0,12.277999758543237,198110,False,False,False,True,False,True,False,False,False,False,179.28458357116492
10165,977,110,44905.0,27.850354382991945,662051,False,False,False,True,False,True,False,False,False,False,283.355449833978
10043,1015,155,52767.0,12.034997621965692,211898,False,True,False,False,False,False,False,False,True,False,321.209983401141
10077,1373,323,57311.0,28.015302944044087,680389,False,False,False,False,True,False,False,False,False,False,351.85372266556413
10029,1099,421,49984.0,27.451282193294585,71487,False,False,False,False,False,False,False,True,False,False,326.54428627133933
9885,1424,274,16714.0,22.875587538370628,713379,True,False,False,False,False,False,False,False,False,True,157.61876406889283
10005,1605,353,24514.0,14.155133906825622,129984,False,False,False,False,True,False,False,True,False,False,201.3574943083724
10002,613,315,16599.0,2.917851645567518,284660,True,False,False,False,False,False,True,False,False,False,146.324221684844
10057,805,179,52357.0,28.53688361191968,623556,True,False,False,False,False,True,False,False,False,False,316.1542106299808
10191,1363,415,34895.0,19.0760106019042,980105,False,True,False,False,False,False,True,False,False,False,248.17225489822124
10162,1067,276,20814.0,27.619280291415084,843942,False,False,True,False,False,True,False,False,False,False,174.15979298617577
9988,675,123,35913.0,14.982621370142216,8189,False,True,False,False,False,False,False,False,False,False,235.0737937163865
10095,1315,437,22353.0,13.023256554248002,962088,False,False,True,False,False,False,False,False,False,True,188.0987289160788
9912,1115,154,54624.0,22.884807782673604,547764,False,False,True,False,False,False,False,False,False,False,330.9838663402044
10141,1190,269,59773.0,16.182280223979937,827906,False,False,False,False,False,False,False,False,False,True,359.7198758369525
9981,1912,452,54371.0,13.975186878598604,491110,False,False,True,False,False,False,True,False,False,False,348.97037966415087
10069,530,458,17140.0,8.381902951945559,486629,True,False,False,False,False,True,False,False,False,False,150.2559477331931
